IDPlans,Department,Title,Amount,Detail,UseForUnit,PlanName,WorkName,BudgetName,BudgetType,EmpCatagory,GroupType,Year,PSUPassport,FileUpload
112,งานอาคารสถานที่และยานพาหนะ,ค่าแบตเตอรี่ไฟฉุกเฉิน(วัสดุ),60000,สำหรับเปลี่ยนในเครื่องสำรองไฟฉุกเฉิน จำนวน 20 ตัว,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,thanita.s,
113,งานบริการการศึกษา,สนับสนุนการใช้งาน Tell Me More และ PSU English Test,5000,1. เพื่อเป็นค่าใช้จ่ายในการจัดอบรมและการจัดสอบ Tell Me More 2. เพื่อเป็นค่าใช้จ่ายในการจัดอบรมช่วยพัฒนานักศึกษา โดยเน้น การเสริมแรงและสนับสนุนให้มีการใช้โปรแกรมภาษาอังกฤษทั้งที่ มหาวิทยาลัยจัดให้และสื่อต่างๆ จากภายนอก เพื่อส่งเสริมให้ นักศึกษามีความใฝ่รู้ ให้มีทักษะและศักยภาพมากขึ้น เช่น คลินิค ให้คำปรึกษาทางวิชาการ ให้ความรู้เกี่ยวกับคำศัพท์ จัดกิจกรรม กระตุ้นการเรียนรู้ ได้แก่ การจัดกิจกรรมแข่งขัน ประกวดให้รางวัล สำหรับผู้มีคะแนนสูงสุดและผู้ใช้โปรแกรมอย่างสม่ำเสมอ เป็นต้น,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,thiti.m,
114,งานบริการการศึกษา,ค่าตรวจข้อสอบ,40000,เพื่อเป็นค่าตรวจข้อสอบในรายวิชาต่าง ๆ,ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,thiti.m,
115,งานประกันคุณภาพ,ค่าตอบแทนกรรมการประเมินคุณภาพภายนอกของหลักสูตรในสาขาวิชาเศรษฐศาสตร์เกษตร (2 หลักสูตร),22000,"เพื่อเป็นค่าตอบแทนกรรมการประเมิน AUN QA หลักสูตรโดย กก.ภายนอก จาก ทปอ. ในปีการศึกษา 2564 (คณะจะส่งเสริมให้หลักสูตรส่งประเมินภายนอกด้วยในปี 64) โดยหลักสูตรเศรษฐศาสตร์เกษตร มี 2 หลักสูตร มีค่าใช้จ่าย คือ (ประธาน 1 คน 6,000 บ. + กก. 1 คน 5,000 บ.)x2 หลักสูตร = 22,000 บ.",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
116,งานประกันคุณภาพ,ค่าอาหารและเครื่องดื่ม การประเมิน EdPEx,3500,"ขอปรับลดจากเดิมจากเดิม 5,000 บาท เป็น 3,600 บาท เพื่อเป็นค่าอาหารและเครื่องดื่มในการประเมินคุณภาพภายในระดับคณะฯ ตามเกณฑ์ EdPEx ดังนี้ จำนวนผู้เข้าร่วม = กก.3+ผบ.4+หน.2+ผอ.โท1+ศศ.9+ศก.5+จนท.15 = 39 คน (คาดว่าเข้าร่วมจริง 26 คน) อาหารว่างและผลไม้ = 26 คน x 30 บ. x 2 มื้อเช้าบ่าย = 1,560 บ. อาหารกลางวัน เฉพาะผู้แจ้งตอบรับเท่านั้น กก. 2+ผบ.4+อ.8+จนท.15 = 29 คน x 60 บ. = 1,740 บ. น้ำดื่ม 5 แพ๊คๆ ละประมาณ 50 บ. = 5 x 50 บ. = 250 บาท รวมทั้งหมด = 3,550 บาท รายละเอียดตามค่าใช้จ่ายจากการประเมินระดับคณะฯ ตามเกณฑ์ EdPEx ของปีที่ผ่านมาก",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
117,งานการเจ้าหน้าที่,ค่าของที่ระลึกผู้ประเมินเอกสารประกอบการสอนเเละเอกสารประกอบคำสอน,5000,เพื่อเป็นค่าของที่ระลึกให้แก่ผู้ประเมินเอกสารประกอบการสอนเเละเอกสารประกอบคำสอน,ส่วนกลางคณะ,แผนงานสนับสนุนการศึกษา,งานพัฒนาหลักสูตรและการเรียนการสอน,รายจ่ายประจำ,งบดำเนินงาน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
118,งานบริหารความเสี่ยง,ค่าอาหารและเครื่องดื่ม การประชุมคณะกรรมการควบคุมภายในและบริหารความเสี่ยง และการเข้าปฏิบัติงานตรวจสอบโดยหน่วยตรวจสอบ,900,ยืนยันคงเดิม 900 บาท สำหรับจัดประชุมการสอบทานภายใน และกิจกรรมตรวจสอบภายใน ประมาณการค่าใช้จ่ายดังนี้ 1) กิจกรรมเข้าสอบทานภายใน กรรมการสอบทาน 3 คน + จนท.ที่เกี่ยวข้อง 2 คน + คณบดี 1 คน + ผบ.ท่านอื่น (หากมี) 1 คน = 7 คน ค่าอาหารกลางวัน 60 บ. X 7 คน = 420 บ. ค่าอาหารว่าง และผลไม้ 1 มื้อ = 7 คน x 30 บ. = 210 บ. น้ำดื่ม 1 โหล = 50 บ. รวม 680 บาท 2) ประชุมกรรมการสอบทาน (ก่อนตรวจ) 2 ครั้ง เพื่อเตรียมความพร้อม ค่าอาหารว่าง 2 ครั้ง x 3 คน x 30 บ. = 180 บ. รวมประมาณการค่าใช้จ่าย กิจกรรมที่ 1) + 2) = 860 บ.,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
119,งานประกันคุณภาพ,ค่าอาหารและเครื่องดื่ม การประเมินภายในแบบ site visit หลักสูตรของสาขาวิชาเศรษฐศาสตร์,3000,"สำหรับค่าอาหารและเดรื่องดื่มในการประเมินหลักสูตรเศรษฐศาสตร์ แบบ site visit (กก.2+ผบ.4+หน.1+อ.9+จนท.15 = 31 คน) อาหารว่างและผลไม้ = 31 คน x 30 บ. x 1 มื้อเช้า = 930 บ. อาหารกลางวัน = 31 คน x 60 บ. = 1,860 บ. + น้ำดื่ม 3 แพ๊คๆ ละ 50 บ. = 150 บาท รวม 2,940 บาท",สาขาวิชาเศรษฐศาสตร์,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
120,งานประกันคุณภาพ,ค่าอาหารและเครื่องดื่ม การประเมินภายในแบบ site visit หลักสูตรของสาขาวิชาเศรษฐศาสตร์เกษตร,4880,"เป็นค่าอาหารในการ site visit หลักสูตรสาขาวิชาเศรษฐศาสตร์เกษตร จำนวน 2 หลักสูตร ดังนี้ 1) ประเมินหลักสูตรเศรษฐศาสตร์เกษตร (กก.2+ผบ.2+หน.1+อ.6+จนท.15 = 26 คน) อาหารว่างและผลไม้ = 26 คน x 30 บ. x 1 มื้อเช้า = 780 บ. อาหารกลางวัน = 26 คน x 60 บ. = 1,560 บ. น้ำดื่ม 2 แพ๊คๆ ละ 50 บ. = 100 บาท รวม 2,440 บาท 2) ประเมินหลักสูตรเศรษฐศาสตร์ปริญญาโท (กก.2+ผบ.2+หน.1+อ.6+จนท.15=26คน) อาหารว่างและผลไม้ = 26 คน x 30 บ. x 1 มื้อเช้า = 780 บ. อาหารกลางวัน = 26 คน x 60 บ. = 1,560 บ. + น้ำดื่ม 2 แพ๊คๆ ละ 50 บ. = 100 บาท รวม 2,440 บาท รวมทั้ง 1) + 2) = 4,880 บาท (เป็นค่าใช้จ่ายในการประเมินภายใน 1 รอบ)",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
121,งานบริหารความเสี่ยง,ค่าอาหารและเครื่องดื่ม กิจกรรมการเข้าสอบทานภายใน (โดยหน่วยตรวจสอบ),600,ขอปรับลดจากเดิม 900 บาท เป็น 600 บาท เพื่อรองรับการเข้าปฏิบัติงานตรวจสอบโดยหน่วยตรวจสอบ (หน่วยตรวจสอบจะมาตรวจซ้ำในปีนี้ เพื่อติดตามผลดำเนินงานหลังจากได้เสนอแนะในการตรวจปีที่ผ่านมา) ทั้งนี้ ตามหลักจรรยาบรรณ หน่วยตรวจสอบจะไม่รับการเลี้ยงรับรองจากหน่วยงานที่เข้าตรวจ เนื่องจากขัดต่อหลักจรรยาบรรณ และอาจเป็นเหตุให้เกิดความเกรงใจ หรือเป็นการรับสินบน (คณะฯ เลี้ยงเพียงเครื่องดื่มได้) ค่าน้ำดื่ม 1 โหล = 50 บ. ค่าเครื่องดื่ม 2 คน x 10 วัน x 25 บ. = 500 บ. รวม 550 บาท,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
122,งานประกันคุณภาพ,ค่าเดินทางและที่พักของกรรมการภายนอกที่มาประเมินหลักสูตร สาขาวิชาเศรษฐศาสตร์,16000,"สำหรับประเมินหลักสูตรเศรษฐศาสตร์ - ค่าเดินทาง (2คนx6,000บ.) + ค่าที่พัก(2คนx1,450บ.) + ค่าTaxi(2 คนx600บ.) = 16,100 บ.",สาขาวิชาเศรษฐศาสตร์,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
123,งานประกันคุณภาพ,ค่าเดินทางและที่พักของกรรมการภายนอกที่มาประเมินหลักสูตร สาขาวิชาเศรษฐศาสตร์เกษตร,32000,"สำหรับการประเมินภายนอกของหลักสูตรในสาขาวิชาเศรษฐศาสตร์เกษตร (จำนวน 2 หลักสูตร) 1) ประเมินหลักสูตรเศรษฐศาสตร์เกษตร ค่าเดินทาง (2คนx6,000บ.) + ค่าที่พัก(2คนx1,450บ.) + ค่าTaxi(2 คนx600บ.) = 16,100 บ. 2) ประเมินหลักสูตรปริญญาโท ค่าเดินทาง (2คนx6,000บ.) + ค่าที่พัก(2คนx1,450บ.) + ค่าTaxi(2 คนx600บ.) = 16,100 บ. รวมทั้งสิ้น 1)+2) = 16,100 x 3 = 48,300",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
124,งานการเจ้าหน้าที่,โครงการพัฒนาบุคลากรสายวิชาการ,20000,โครงการพัฒนาบุคลากรสายวิชาการ เช่น 1.การเตรียมความพร้อมเข้าสู่ตำแหน่งทางวิชาการ 2.กรอบมาตรฐานสมรรถนะอาจารย์ มอ.,ส่วนกลางคณะ,แผนงานสนับสนุนการศึกษา,งานพัฒนาบุคลากรสายวิชาการ (สาย ก),รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
125,งานการเจ้าหน้าที่,โครงการพัฒนาบุคลากรสายวิชาการ(สาขาวิชาเศรษฐศาสตร์)),140000,โครงการพัฒนาบุคลากรสายวิชาการสาขาวิชาเศรษฐศาสตร์ เช่น 1.ทักษะการใช้โปรแกรมวิเคราะห์ทางเศรษฐศาสตร์ 2.อบรมเชิงปฏิบัติการเพื่อเตรียมความพร้อมเช่น PBL 3.สัมมนาประจำปีสาขาวิชาเศรษฐศาสตร์ 4.หรือกิจกรรมอื่น ๆ ที่สาขาวิชากำหนด,สาขาวิชาเศรษฐศาสตร์,แผนงานสนับสนุนการศึกษา,งานพัฒนาบุคลากรสายวิชาการ (สาย ก),รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
126,งานการเจ้าหน้าที่,โครงการพัฒนาบุคลากรสายวิชาการ(สาขาวิชาเศรษฐศาสตร์เกษตร),100000,โครงการพัฒนาศักยภาพคณาจารย์สาขาวิชาเศรษฐศาสตร์เกษตร หรือกิจกรรมอื่นๆ ที่สาขาวิชากำหนด,สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานสนับสนุนการศึกษา,งานพัฒนาบุคลากรสายวิชาการ (สาย ก),รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
127,งานการเจ้าหน้าที่,ค่าใช้จ่ายทำนุบำรุงศิลปวัฒนธรรมไทยของบุคลากรคณะฯ,25000,เพื่อใช้จ่ายในการจัดกิจกรรมประจำปีสำหรับบุคลากร ได้แก่ พิธีทำบุญคณะ วันสงกรานต์ ผ้าไทย เสื้อผ้าตามเทศกาลต่างๆ และอื่นๆ,ส่วนกลางคณะ,แผนงานทำนุบำรุงศิลปวัฒนธรรมไทย,งานทำนุบำรุงศิลปวัฒนธรรมไทย,รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
128,งานการเจ้าหน้าที่,โครงการสัมมนาประจำปี,100000,จัดสัมมนาประจำปีของคณะฯ เช่น โครงการสัมมนาบุคลากรสายสนับสนุน สายวิชาการ ผู้บริหาร (สัมมนาบุคลากรทั้งคณะ),ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานพัฒนาบุคลากรฝ่ายบริหารและสายสนับสนุน,รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
129,งานการเจ้าหน้าที่,โครงการพัฒนาบุคลากรสายสนับสนุน,30000,"ค่าใช้จ่ายในโครงการพัฒนาบุคลากรสายสนับสนุน เช่น 1.กิจกรรม KM 2.โครงการพัฒนาภาษาอังกฤษบุคลากรสายสนับสนุน 3.กิจกรรมพัฒนาทักษะด้านคอมพิวเตอร์,การวิเคราะห์ข้อมูล",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานพัฒนาบุคลากรฝ่ายบริหารและสายสนับสนุน,รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
130,งานประกันคุณภาพ,ค่าจัดทำเล่ม EdPEx,2500,"ชอยืนยันตามเดิม 2,500 บาท เพื่อเป็นค่าจัดทำเล่ม/เข้าปก รวมทั้งปริ้นเอกสารสี เล่มรายงาน EdPEx รวมจำนวน 11 เล่ม (กก.2+ผบ.4+หน.สาขา2+ผอ.ป.โท1+งานQA 1+ส่ง ม.1= 11 เล่ม x 227 บ. = 2,497 บ.)",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
131,งานประกันคุณภาพ,ค่าจัดทำเล่ม SAR หลักสูตร ของสาขาวิชาเศรษฐศาสตร์,1100,"เพื่อเป็นค่าเข้าเล่ม/ทำปก รวมทั้งปริ้นเอกสารสีจากร้านถ่ายเอกสาร SAR AUN QA ของ 1 หลักสูตร สำหรับแจกให้แก่ หัวหน้าสาขา และอาจารย์ประจำหลักสูตร 6 เล่ม + กก. 2 เล่ม + งาน QA เก็บที่คณะ 1 เล่ม (หลักสูตรละไม่เกิน 1,100 บ.)",สาขาวิชาเศรษฐศาสตร์,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
132,งานประกันคุณภาพ,ค่าจัดทำเล่ม SAR หลักสูตร ของสาขาวิชาเศรษฐศาสตร์เกษตร,2200,เพื่อเป็นค่าเข้าเล่ม/ทำปก รวมทั้งปริ้นเอกสารสีจากร้านถ่ายเอกสาร SAR AUN QA ของ 2 หลักสูตร สำหรับแจกให้แก่ หัวหน้าสาขา และอาจารญ์ประจำหลักสูตร 2 หลักสูตร รวม 6x2 เล่ม + กก. 2x2 เล่ม + งาน QA เก็บที่คณะ 1x2 เล่ม,สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
134,งานประกันคุณภาพ,การดูงาน/ศึกษาแนวปฏิบัติที่ดีของหลักสูตรสืบเนื่องจากการ Benchmark สาขาวิชาเศรษฐศาสตร์,15700,"ขอตั้งงบใหม่ 15,600 บาท สำหรับการเดินทางไปศึกษา Best/Good Practice (หรืออาจศึกษาแนวปฏิบัติที่ดีในคราวเดียวกันที่อาจารย์เดินทางไปสัมมนาหรือดูงานซึ่งมีการตั้งงบไว้แล้วก็ได้) โดยส่งตัวแทนเข้าร่วมเพียงสาขาละ 2 คน ค่าเดินทาง อ.ประจำหลักสูตร 2 คน x 4,000 บ. = 8,000 บ. ค่าที่พัก 2 คืน x 2 คน x 1,450 บ. = 5,800 บ. ค่า Taxi 500 บ. x 2 คน = 1,000 บ. ค่าเบี้ยเลี้ยง 2 คน x 2 วัน x 240 บ.(ถัวเฉลี่ย) = 960 บ. รวม 15,760 บาท",สาขาวิชาเศรษฐศาสตร์,แผนงานสนับสนุนการศึกษา,งานพัฒนาหลักสูตรและการเรียนการสอน,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
135,งานประกันคุณภาพ,การดูงาน/ศึกษาแนวปฏิบัติที่ดีของหลักสูตรสืบเนื่องจากการ Benchmark สาขาวิชาเศรษฐศาสตร์เกษตร,15700,"ขอตั้งงบใหม่ 15,700 บาท สำหรับการเดินทางไปศึกษา Best/Good Practice (หรืออาจศึกษาแนวปฏิบัติที่ดีในคราวเดียวกันที่อาจารย์เดินทางไปสัมมนาหรือดูงานที่สาขาได้มีการตั้งงบไว้แล้วก็ได้) โดยส่งตัวแทนเข้าร่วมเพียงสาขาละ 2 คน ค่าเดินทาง อ.ประจำหลักสูตร 2 คน x 4,000 บ. = 8,000 บ. ค่าที่พัก 2 คืน x 2 คน x 1,450 บ. = 5,800 บ. ค่า Taxi 500 บ. x 2 คน = 1,000 บ. ค่าเบี้ยเลี้ยง 2 คน x 2 วัน x 240 บ.(ถัวเฉลี่ย) = 960 บ. รวม 15,760 บาท",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานสนับสนุนการศึกษา,งานพัฒนาหลักสูตรและการเรียนการสอน,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
139,งานบริการการศึกษา,ค่าสอน,60000,เพื่อเป็นค่าสอนให้กับอาจารย์พิเศษ ระดับปริญญาตรี สาขาวิชาเศรษฐศาสตร์ สอนเต็มเวลา 5 รายวิชา (30 ชม x 400 บาท x 5 วิชา),สาขาวิชาเศรษฐศาสตร์,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
140,งานบริการการศึกษา,ค่าสอน,14400,เพื่อเป็นค่าสอนให้กับอาจารย์พิเศษ ระดับปริญญาตรี สาขาวิชาเศรษฐศาสตร์ สอนรายครั้ง 6 รายวิชา (6 ชม x 400 บาท x 6 วิชา),สาขาวิชาเศรษฐศาสตร์,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
141,งานวิจัย,โครงการอบรมความรู้ด้านวิจัยแก่บุคลากรสายสนับสนุน,6000,"ขอตั้งงบใหม่ 6,000 เพื่อจะจัดโครงการ ""การเขียนประเมินค่างาน สำหรับบุคลากรสายสนับสนุน"" ประมาณการค่าใช้จ่ายดังนี้ - ค่าวิทยากร (ใน ม.อ.) (1คนX6ชม.X600บ.) = 3,600 บ. - ค่าอาหารกลางวัน (16 คน x 60 บ.) = 960 - ค่าอาหารว่าง/ผลไม้2มื้อ(16คนX30บ.X2มื้อ) = 960 บ. - ค่าใช้จ่ายอื่นๆ หากมี (ค่าเอกสาร) = 500 บ. รวม 6,020 บาท - - > ขอตั้งเผื่อไว้ 6,000 บ.",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานพัฒนาบุคลากรฝ่ายบริหารและสายสนับสนุน,รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
142,งานบริการการศึกษา,ค่าสอน,60000,เพื่อเป็นค่าสอนให้กับอาจารย์พิเศษ ระดับปริญญาตรี สาขาวิชาเศรษฐศาสตร์เกษตร สอนเต็มเวลา 5 รายวิชา (30 ชม x 400 บาท x 5 วิชา),สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
143,งานบริการการศึกษา,ค่าสอน,14400,เพื่อเป็นค่าสอนให้กับอาจารย์พิเศษ ระดับปริญญาตรี สาขาวิชาเศรษฐศาสตร์เกษตร สอนรายครั้ง 6 รายวิชา (6 ชม x 400 บาท x 6 วิชา),สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
144,งานบริการการศึกษา,ค่าตอบแทน,10000,เพื่อเป็นค่าตอบแทนในงานการเรียนการสอนดังนี้ 1) เงินอุดหนุนนักศึกษาในกิจกรรมที่เกี่ยวกับหลักสูตร เช่น สมทบการดูงานใน/นอกประเทศ แลกเปลี่ยนกับมหาวิทยาลัยในต่างประเทศ ของสาขาวิชาเศรษฐศาสตร์ธุรกิจเกษตร ระดับ ป.โท (ภาคปกติ),ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
145,งานบริการการศึกษา,ค่าตอบแทน,15000,"เพื่อเป็นค่าตอบแทนในงานการเรียนการสอนดังนี้ 2) ค่าตอบแทนรายวิชาที่สอนเป็นภาษาอังกฤษ สาขาวิชาเศรษฐศาสตร์ธุรกิจเกษตร ระดับ ป.โท ภาคปกติ สำหรับอาจารย์ชาวไทยและไม่ได้รับค่าตอบแทนซ้ำซ้อนกับค่าสอน (1 วิชา x 15,000 บาท)",ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
146,งานเทคโนโลยีสารสนเทศ,เครื่องพิมพ์เลเซอร์,30000,เครื่องพิมพ์เลเซอร์ สำหรับทดแทนเครื่องเก่าชั้น 6,สาขาวิชาเศรษฐศาสตร์,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายลงทุน,งบลงทุน,ค่าครุภัณฑ์,ไม่ต้องจับกลุ่ม group,2020,chaimanat.l,
147,งานบริการการศึกษา,ค่าตอบแทน,20000,เพื่อเป็นค่าตอบแทนในงานการเรียนการสอนดังนี้ 3) ค่าตอบแทนกรรมการสอบโครงร่างวิทยานิพนธ์ /สอบวิทยานิพนธ์ สาขาวิชาเศรษฐศาสตร์ธุรกิจเกษตร ระดับ ป.โท ภาคปกติ,ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
148,งานบริการการศึกษา,ค่าตอบแทน,20000,เพื่อเป็นค่าตอบแทนในงานการเรียนการสอนดังนี้ 4)ค่าตอบแทนกรรมการสอบสารนิพนธ์ สอบประมวลความรอบรู้ สาขาวิชาเศรษฐศาสตร์ธุรกิจเกษตร ระดับ ป.โท ภาคปกติ,ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
149,งานบริการการศึกษา,ค่าตอบแทน,15000,"ค่าตอบแทนรายวิชาที่สอนเป็นภาษาอังกฤษ ระดับ ป.ตรี สาขาวิชาเศรษฐศาสตร์ (1 วิชา x 15,000 บาท)",สาขาวิชาเศรษฐศาสตร์,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
150,งานบริการการศึกษา,ค่าตอบแทน,15000,"ค่าตอบแทนรายวิชาที่สอนเป็นภาษาอังกฤษ ระดับ ป.ตรี สาขาวิชาเศรษฐศาสตร์เกษตร (1 วิชา x 15,000 บาท)",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
151,งานบริการการศึกษา,ค่าคุมสอบ,30000,เพื่อเป็นค่าตอบแทนกรรมการคุมสอบนอกเวลาราชการ กรณีเงินงบประมาณแผ่นดินไม่เพียงพอ,ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
152,งานบริการการศึกษา,ค่าเดินทางอาจารย์พิเศษ,128000,"เพื่อเป็นค่าที่พักและค่าเดินทางให้กับอาจารย์พิเศษ กรณีเงินงบประมาณแผ่นดินไม่เพียงพอ ดังนี้ 1) สาขาวิชาเศรษฐศาสตร์ ระดับ ป.ตรี ปีการศึกษาละ 2 คน รับผิดชอบสอนเต็มเวลาในช่วงก่อนสอบกลางภาค หรือ หลังสอบปลายภาค (16 ครั้ง x 8,000 บาท)",สาขาวิชาเศรษฐศาสตร์,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
